Country Name,Country Code,Year,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Energy use (kg of oil equivalent per capita),GDP growth (annual %),"GDP per capita, PPP (constant 2021 international $)",Gini index,Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Population, total",Renewable energy consumption (% of total final energy consumption),"School enrollment, secondary (% gross)",Trade (% of GDP),"Unemployment, total (% of total labor force) (national estimate)",Urban population (% of total population)
Least developed countries: UN classification,LDC,2022,0.38639306262052,365.276380642804,4.75099901471464,3853.83273030739,,28.2,9.45801281304023,65.7631857632163,41.9506230406724,1134585604.0,,47.1495704650879,51.1776652951198,,35.2589263540141
Lebanon,LBN,2022,1.81652362812428,617.482998993413,-0.621678970663112,11474.7505845558,35.3,82.798,171.205491336641,78.003,15.1,5744489.0,,64.5017084327233,114.888278265666,,90.206313713022
Lesotho,LSO,2022,0.42915695220265,,2.38778020186284,2577.54544127769,,46.5007,8.27180389943028,56.812,57.6,2286110.0,34.9,,142.373981074229,,41.6703965165322
Liberia,LBR,2022,0.161651307373094,,4.80810517290655,1578.99837069175,,21.8966,7.59298486560313,61.934,53.9,5373294.0,92.8,,,,54.4591057083
Libya,LBY,2022,8.05301361263212,2539.19813836223,-8.29981811198795,11450.0598552928,,88.6412,4.51030149235703,74.462,8.4,7223805.0,,,156.321684682347,,87.8486088593786
Liechtenstein,LIE,2022,,,,,,96.4528,,84.1219512195122,,39493.0,56.9,,,,14.6923070071538
Lithuania,LTU,2022,4.65112254775415,2453.93993260259,2.53752574011534,46651.2145810247,36.6,87.7242,19.7050461518394,75.6439024390244,2.9,2831639.0,,106.918357849121,175.651612151093,5.955,68.2866452426813
Low & middle income,LMY,2022,3.57465692451404,1284.81526179955,3.99985001578578,12850.9532394402,,,8.48730869535043,71.6849231239061,30.3477935620875,6437946207.0,,74.0918502807617,52.4201241317349,,52.6396704057543
Low income,LIC,2022,0.345689607768003,352.454980459215,3.35759142339809,2312.38443050134,,21.2,9.62147608489064,63.4583102800447,45.8,591481496.0,,41.4288291931152,54.7546157525203,,36.4160805989563
Lower middle income,LMC,2022,1.5417676120861,626.550285358857,6.24089400201117,8238.69538193574,,52.3,7.6702057938028,69.3010946755529,33.5,3043358377.0,,68.8880081176758,60.0642337972692,4.78779189311563,40.7971368007103
Luxembourg,LUX,2022,11.1248914795982,4862.94740833352,-1.0974168968152,132570.826463419,34.1,98.242,6.33600807777919,82.9463414634147,2.0,653103.0,,107.83975982666,412.177169924175,4.588,94.7605400940185
"Macao SAR, China",MAC,2022,2.47822235346228,,-18.956941494497,59921.441691873,,87.9696,1.04502802369954,83.0804878048781,,677300.0,11.0,90.2211838006231,170.368049338506,,100.0
Madagascar,MDG,2022,0.144033985186775,308.672539601401,4.15609778386296,1602.71368352337,,18.5532,8.16059031991844,63.068,44.7,30437261.0,83.1,,70.5471344130961,3.186,31.5397813465886
Malawi,MWI,2022,0.272369783877739,,0.921115069005936,1659.95933825168,,17.0457,20.953969729969,66.037,30.5,20568728.0,62.9,35.5084899925617,43.616624856781,,16.7146031979436
Malaysia,MYS,2022,7.98329915646393,2867.09651939173,9.03173723044451,32129.2217820113,,97.3986,3.37869862549928,75.444,6.7,34695493.0,,78.8341986282999,146.424604753908,3.93,75.9741357073003
Maldives,MDV,2022,3.4143856395462,,13.8260895184139,21357.8112511153,,83.9119,2.33314337624567,80.76,5.3,524106.0,1.2,73.5234576648616,162.243432933656,,41.0641769690663
Mali,MLI,2022,0.324748273279521,,3.70319027595568,2813.81095962843,,34.3797,9.62147608489064,60.035,59.0,23072640.0,71.1,,61.5613274861987,5.442,30.4015705681899
Malta,MLT,2022,3.3821427831742,1456.24524810948,2.48309993837792,54085.1262928202,34.6,91.5406,6.15375621933037,82.4487804878049,5.0,531113.0,,102.695037841797,245.160375092004,3.471,95.6003155132879
Marshall Islands,MHL,2022,0.0024951967462634,,-0.700563926576777,6936.86510911803,,64.8023,,66.725,24.3,40077.0,12.2,83.1106717816097,128.337975527291,,77.9855966195187
Mauritania,MRT,2022,1.03090119301334,,6.79600500489967,6053.26178155509,,34.3001,9.52526628622843,68.281,32.0,4875637.0,19.6,,102.025899125696,,58.8120996197226
Mauritius,MUS,2022,3.20778314533676,1095.73879704883,8.69306675264066,25085.9891959451,,75.5,10.7737512242899,73.5146341463415,13.8,1262523.0,,,147.663795034012,6.322,39.0000125885784
Mexico,MEX,2022,3.52183828963573,1525.73516114419,3.70975709163623,21391.8573692427,43.5,78.6322,7.8962761916855,73.973,11.1,128613117.0,,98.3576583862305,88.7984855867186,3.174,79.199683215791
"Micronesia, Fed. Sts.",FSM,2022,0.0017838985318515,,-2.90588999868474,3814.99076486823,,,5.40874375479067,66.961,21.5,112114.0,2.0,,90.6343902457202,,22.4122701819053
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2022,4.09432116464173,1628.23219448934,6.4465289217368,14241.9968898837,,57.8,5.17980847967061,71.6918319737772,18.1,782349366.0,,62.4220314025879,78.3055019030409,,55.12536380356
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2022,2.73637800434735,1069.76511209856,4.33155082949985,9800.72244713619,,53.8,8.78598837999588,70.965432550888,35.3341433369107,711465045.0,,,58.4110160833412,,51.925275557204
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2022,2.73637800434735,1069.76511209856,4.32972249891917,9771.32115919459,,54.1,8.30646124447623,71.0055315443397,35.1385328983309,716508657.0,,,58.6285724584232,,52.1693289932022
Middle income,MIC,2022,3.89601668348134,1357.58744143565,4.00728998415607,13926.5438616699,,,8.30646124447623,72.5172020330295,26.5608532035754,5846464711.0,,79.2273635864258,52.3921238117968,,54.2809961716246
Moldova,MDA,2022,3.27771217414482,1422.63575303914,-4.6000000255323,15358.0153548867,25.9,76.7412,28.7372976766235,71.546,13.6,2528654.0,,97.6136725974109,112.117671579766,0.909,42.4048843383789
Monaco,MCO,2022,,,11.2662955198601,,,99.1497,,85.746,2.3,38931.0,,,,,100.0
Mongolia,MNG,2022,7.26765621705495,1890.63113929262,5.0327096366527,15310.4349469163,31.4,82.1725,15.1509728200805,71.9007317073171,11.6,3433748.0,,93.5508272676123,136.327929944516,5.954,69.783805847168
Montenegro,MNE,2022,,1674.12860283285,7.73954689516201,24342.6033831469,,88.2219,13.0403036347004,76.1878048780488,2.2,623591.0,,92.1609725952148,125.455937754994,14.851,65.4012965440866
Morocco,MAR,2022,1.93751442575683,602.994477750907,1.81269242194809,8690.4482421875,,89.9,6.65704202759067,75.161,16.0,37329064.0,,84.4553724029251,100.906310201651,11.79,62.5118468550703
Mozambique,MOZ,2022,0.333694203552974,358.637694361749,4.36445074432608,1476.66560298097,49.6,18.7913,10.2794018093421,63.011,46.5,32656246.0,,,135.279578416991,6.789,35.0536638047945
Myanmar,MMR,2022,0.577248041256632,399.521185214539,4.0374934360085,5350.47666899931,,58.0112,,66.506,35.2,53756787.0,,,,,30.311095757938
Namibia,NAM,2022,1.23886461461583,692.461356441068,5.3987247803654,9953.09752403491,,61.1485,6.08128114112413,64.19,39.7,2889662.0,,81.8163691171532,99.2625547814064,,49.5291037671807
Nauru,NRU,2022,0.0,,2.87769784172609,12363.6457029853,,,,61.93,8.8,11801.0,1.9,92.7814636230469,167.338761904762,,100.0
Nepal,NPL,2022,0.506315976652673,519.950604103483,5.6313145568451,4763.38751073946,30.0,53.8878,7.6702057938028,70.087,24.2,29715436.0,,84.1026475876285,48.9734014799428,,66.2992968721053
Netherlands,NLD,2022,7.52014775225465,3570.12031994399,5.00723455159611,71324.0360349277,,92.5197,10.0012078753473,81.6146341463415,3.5,17700982.0,,138.767501831055,184.107484252682,3.526,94.9856177734136
New Caledonia,NCL,2022,16.0756888162913,,3.50000000000006,,,,,77.698,,287123.0,9.6,,50.4727487439639,10.71,67.5720305021282
New Zealand,NZL,2022,6.32162465316725,3764.50781429311,3.49638686458842,49964.1765523158,,96.1942,7.17222476016441,81.9585365853658,4.1,5081700.0,,114.774932861328,53.4761627655817,3.316,83.8547305017812
Nicaragua,NIC,2022,0.781677382316785,608.245546712747,3.55029945613975,7277.82264804562,,49.1307,10.4674244465991,74.463,10.7,6730654.0,,,115.454678712865,,58.9954376220703
Niger,NER,2022,0.127125609686768,162.045865914287,11.9000000000277,1717.51891457684,,23.2982,4.22621791916392,60.398,68.3,25311973.0,,,52.8061484327332,0.403,17.477207007512
Nigeria,NGA,2022,0.578271036832404,333.060729584941,4.31882949523192,7752.26206532009,33.9,37.6975,18.8471877843274,54.079,61.6,223150896.0,,,,3.827,61.3727650622225
North America,NAC,2022,14.4546888948556,6623.01242612294,2.64058278650343,71184.9572983365,,92.6,7.40280048696867,77.8327679594239,5.4,373018004.0,,98.3612213134766,30.7440903175145,3.83303148633239,80.2778760108654
North Macedonia,MKD,2022,4.47897922817561,1476.13542564094,2.75888415332967,21715.4337998328,,85.008,14.2047173195833,74.4248780487805,3.6,1831712.0,,91.4516372680664,166.147357379878,14.476,61.9530566607267
Northern Mariana Islands,MNP,2022,0.0021702330830331,,16.6427546628408,,,,,78.531,,46078.0,0.5,,93.1569343065693,,91.8785788645608
Norway,NOR,2022,7.9798582660803,4651.48670758657,3.24622860260932,91051.0831968407,26.9,99.0,5.76412317852272,82.509756097561,1.9,5457127.0,,119.442527770996,82.6094798361389,3.231,82.9563661816034
OECD members,OED,2022,8.42684798687324,3777.82814353815,3.09501591343316,52344.6903615246,,,8.23803240697186,79.5212545784247,5.71264898693856,1378565677.0,,105.27172088623,63.1404421686003,4.98751389942902,80.9495516047505
Oman,OMN,2022,19.6830764534295,5867.32005628854,7.98570728354278,39780.2122774985,,95.2453,2.5061425061425,77.911,8.5,4730226.0,,91.9645458184777,105.745009280655,3.3,80.0117053152301
Other small states,OSS,2022,4.06107663404187,,4.35703581894087,23768.1144090238,,,7.46811935414937,72.9049248661262,25.8597399999,12699005.0,,73.5171127319336,164.573905802679,,54.4367375147273
Pacific island small states,PSS,2022,1.49552963819568,,8.46598449677872,6653.2312628164,,,6.09871755232029,69.1004348993561,19.2214754830071,2656049.0,,79.3243865966797,,,39.9427900823495
Pakistan,PAK,2022,0.965826244537936,470.723496524025,4.7781068690358,5526.27928310213,,24.2103,19.8738599646655,67.417,51.8,243700667.0,,40.4177656413012,33.031353478032,,38.3740439760816
Palau,PLW,2022,78.7262796328622,,1.51267904038146,16040.9080564681,,,12.3526638378124,68.922,19.5,17759.0,0.9,89.0526315789474,105.200935152021,,79.1134831712956
Panama,PAN,2022,2.60024772920576,1062.69925631817,11.0385475261766,33915.1526066674,,77.7041,2.85965128834711,79.324,11.1,4400773.0,,,93.4752688168442,8.281,65.8211343914956
Papua New Guinea,PNG,2022,0.541939469982316,,5.70758404238197,4125.49303365201,,23.7315,5.25323922215241,65.274,33.0,10203169.0,54.6,,,2.689,14.7358658260841
Paraguay,PRY,2022,1.18410511467852,1044.98506765929,0.176038366149214,15259.1456311862,44.6,76.2592,9.76556667164402,72.319,15.6,6760464.0,,82.3071472143291,73.7379050218566,6.762,68.6396537819458
Peru,PER,2022,1.90408262918024,826.705646687846,2.8090335533015,15559.821643644,40.3,74.675,8.33370630096231,76.834,13.8,33475438.0,,103.591468811035,57.2969759649721,4.003,84.3663554951194
Philippines,PHL,2022,1.33112167071071,550.793803994865,7.58098212785563,9457.10395402883,,75.2111,5.82115811213955,69.472,22.4,113964338.0,,92.291271176651,72.4296836107599,2.598,54.7902343568327
Poland,POL,2022,8.36357881859441,2798.00774623397,5.25545697386036,43405.0215797441,28.9,86.9411,14.4294507575758,77.1560975609756,3.7,36821749.0,,108.48217010498,123.021332860345,2.811,59.8315488048321
Portugal,PRT,2022,3.8017191709062,1949.86496103932,6.98584137580278,41070.861152974,36.3,84.4969,7.83269124233323,81.6317073170732,2.6,10434332.0,,120.926139831543,101.364146479435,6.138,61.1259255772782
Post-demographic dividend,PST,2022,9.34713448071044,4271.12163837638,2.79274034092423,57663.1350294517,,,7.87737003690613,80.1977878300116,4.09082593379732,1117394729.0,,104.075889587402,64.4700799127373,4.55227174567111,80.93281887999
Pre-demographic dividend,PRE,2022,0.579928938363146,437.442485972398,4.67657631651602,4624.99225982559,,,8.77567482988523,61.3832880029503,48.4289891841862,1051201551.0,,44.3046188354492,,,44.4479498791233
Puerto Rico (US),PRI,2022,4.32211424544981,,2.95709565499587,42310.9585064702,,87.2918,,79.427,,3220137.0,2.5,,98.2564691765992,6.0,94.1110923054937
Qatar,QAT,2022,45.1959539884538,16683.663609726,4.18497018544697,114740.16518158,,99.6528,4.99527553740761,81.857,5.0,2657333.0,,102.968360766419,100.213640845612,0.13,99.243997525719
Romania,ROU,2022,3.97277959180202,1655.23818974845,4.18771305104109,37353.0450505461,32.3,85.5031,13.7954887432521,75.1536585365854,5.4,19048502.0,,83.0334701538086,93.9496509383447,5.614,52.1634832477272
Russian Federation,RUS,2022,13.1413838368291,5601.08435085175,-1.43588213859842,38214.49609375,33.9,90.418,13.7436797398232,72.5456097560976,3.9,144236933.0,,92.7729443625069,42.7827864294811,3.867,74.8544893625017
Rwanda,RWA,2022,0.161247905835677,372.991402429343,8.16120720872912,2892.45964942821,,31.2252,17.6892095588153,67.528,30.8,13651030.0,79.9,44.1547093958443,61.1450795033651,15.084,27.7806702737761
Samoa,WSM,2022,1.54417195869201,,2.26705055249026,6449.36505263744,,57.3288,10.9618822286844,71.55,13.1,215261.0,35.9,,60.8477796541449,5.048,17.5007949951039
San Marino,SMR,2022,,,7.89844145767604,70887.573899815,,85.0607,5.32545321311365,85.708,1.4,33755.0,,61.6779239246356,370.436071813414,4.91,97.1141889380465
Sao Tome and Principe,STP,2022,0.62393672256468,,0.168698492216564,5632.13890715047,,61.5535,18.0056351122841,69.237,9.8,226305.0,42.5,,,,68.3720919798341
Saudi Arabia,SAU,2022,19.282874301046,7529.60103058863,12.0005874752929,67178.5902274906,,100.0,2.47407371925372,77.31,5.1,32175224.0,,122.158039993668,56.8241647749332,5.589,84.1349430023993
Senegal,SEN,2022,0.823959839790182,315.965932815121,3.85043193735768,4228.73382642974,,59.2246,9.69681899081073,67.788,31.4,17651103.0,,45.3756792066535,79.5998216515832,5.062,53.4435061024348
Serbia,SRB,2022,,2440.9165854049,2.70347705543654,23456.2977897073,32.8,83.5383,11.9815117344703,75.2365853658537,4.5,6664449.0,,91.9540023803711,131.913292283516,8.439,61.9013813540396
Seychelles,SYC,2022,7.02714426333439,,12.7104688902836,27978.1770550937,,87.0353,2.6260363285129,73.7024390243903,13.3,119878.0,1.9,76.8818747010999,189.826835436591,,44.9108209981157
Sierra Leone,SLE,2022,0.177218098718503,,5.3135546141915,2934.73326430435,,19.2287,27.2082883814653,61.275,58.0,8276807.0,71.6,,45.0542127390319,,44.2666343543487
Singapore,SGP,2022,9.99582758413928,5785.04367341681,4.10800021897151,133571.962410322,,95.9539,6.13095418919732,82.8951219512195,1.8,5637022.0,,103.009804103267,332.34956775484,3.591,100.0
Sint Maarten (Dutch part),SXM,2022,,,13.9,45515.6523389272,,,,76.18,,42139.0,0.0,,,,100.0
Slovak Republic,SVK,2022,6.11012800289851,3089.1457459111,0.544591632137454,38664.9076949851,24.1,89.0677,12.7741463637611,76.9658536585366,5.0,5431752.0,,92.2043075561523,204.056318531151,6.143,53.1902831072528
Slovenia,SVN,2022,6.3394025593776,3045.94458555582,2.66850555542486,47050.0676441642,24.3,88.9125,8.83369886749452,81.2829268292683,1.9,2112076.0,,107.874809265137,186.647076274632,4.011,55.3377817873563
Small states,SST,2022,4.7676850316056,,7.43586182979632,22221.0380981027,,70.5,6.15375621933037,72.3794678577605,22.8784198884606,19852364.0,,75.5592727661133,154.50732220142,,51.5222800598785
Solomon Islands,SLB,2022,0.382810159448753,,-2.58448361755723,2330.10309195408,,42.094,5.51812928576938,70.409,17.0,781066.0,50.1,,74.8355405329858,,29.3511689856806
"Somalia, Fed. Rep.",SOM,2022,0.0467871485830976,,2.71821202053759,1387.54753732191,,27.6,,53.931,89.9,17801897.0,95.4,,90.7576203077526,11.086,53.5010115886789
South Africa,ZAF,2022,6.88263936192025,1938.30644693274,2.05813661692193,13767.4967589936,,75.4556,7.03987272546482,65.454,24.5,62378410.0,,104.535066506498,64.94713440234,33.268,63.4766699210327
South Asia,SAS,2022,1.80041151642224,676.416819508078,7.10115392630797,8522.02555266368,,54.2,7.18461996730066,72.0115731308447,31.3,1648009565.0,,79.9404983520508,48.8421502668149,4.79263045940844,34.8137520955194
South Asia (IDA & IBRD),TSA,2022,1.80041151642224,676.416819508078,7.10115392630797,8522.02555266368,,54.2,7.18461996730066,72.0115731308447,25.1760759188118,1648009565.0,,79.9404983520508,48.8421502668149,4.79263045940844,34.8137520955194
South Sudan,SSD,2022,,69.0433646121056,,,,,-6.68732094212668,57.203,72.6,11021177.0,,,,,20.7752121046616
Spain,ESP,2022,4.99422196018416,2408.92811488939,6.37031712129601,46733.4809780536,33.6,94.4855,8.39057634118627,83.1341463414634,2.6,47786102.0,,119.015510559082,78.4657338703054,13.033,79.9548794567814
Sri Lanka,LKA,2022,0.937608764257698,473.920825625094,-7.34919301306745,13249.065064602,,48.3,49.7211021114327,77.3,5.5,22181000.0,,88.1918156520303,46.6826080196819,4.528,19.9877933196367
St. Kitts and Nevis,KNA,2022,2.78533045023443,,10.4804941546807,29749.8700864823,,75.5566,2.66817533111249,70.313,14.7,46709.0,1.5,119.88360814743,,,31.6156404983167
St. Lucia,LCA,2022,1.65621626459187,,20.3884431828414,22962.2818144554,,65.3544,6.37814695133351,72.67,14.4,178781.0,9.7,87.6844863891602,,15.766,29.097678526676
St. Martin (French part),MAF,2022,,,,,,,,80.236,,28870.0,,,,,100.0
St. Vincent and the Grenadines,VCT,2022,1.24551672775023,,3.1108330034352,16835.023514541,,71.7226,5.66009779226552,71.191,10.3,102046.0,5.1,,,,47.585897833353
Sub-Saharan Africa,SSF,2022,0.720694535900452,480.247369181107,4.06140756050381,4796.06641542138,,31.1,9.45801281304023,61.8571795894802,46.5,1229208573.0,,45.4347686767578,59.1775548748557,,43.1554770877868
Sub-Saharan Africa (IDA & IBRD countries),TSS,2022,0.720694535900452,480.247369181107,4.0614075605038,4796.06641542138,,31.1,9.45801281304023,61.8571795894802,46.5056199745582,1229208573.0,,45.4347686767578,59.1775548748557,,43.1554770877868
Sub-Saharan Africa (excluding high income),SSA,2022,0.785921917383209,493.303887825375,3.98372703715641,5035.76910820244,,32.7,9.45801281304023,61.2833535992957,47.5482911880344,1103704408.0,,45.4329109191895,60.7745506282043,7.36067789842765,45.4749158289618
Sudan,SDN,2022,0.434223310830335,411.780538179181,-0.957816591119183,3132.0771484375,,,138.80846024176,65.695,40.3,49383346.0,,,2.69883443585856,7.53,34.7209852053086
Suriname,SUR,2022,4.59397526172885,1738.82345454805,2.40622235601218,18742.5873760369,39.2,77.6494,52.446027276241,73.254,15.7,623164.0,,77.7318215623084,,,65.8985443115234
Sweden,SWE,2022,3.59996303974629,4323.66572139304,1.25543620445816,63088.4236678734,31.6,95.0097,8.36929098869189,83.0585365853659,2.0,10486941.0,,139.406524658203,107.111751826512,7.417,88.4038576504809
Switzerland,CHE,2022,3.92846693573085,2591.92141040481,3.04406102969423,82777.293582076,33.8,96.4528,2.83502798644463,83.6048780487805,3.5,8777088.0,,103.392356872559,138.500698753519,4.122,84.9206266284521
Syrian Arab Republic,SYR,2022,1.38747039300249,454.532086054546,0.732781301861365,4454.85373271464,26.6,,,72.79,19.5,22462173.0,,39.6268081665039,35.6094680799956,,72.6124992370605
Tajikistan,TJK,2022,0.938950260561987,375.197095148471,8.00000033846364,4213.75618362687,39.5,53.1078,,71.562,23.1,10182222.0,,90.888637681585,65.4355115893577,,26.1957126615618
Tanzania,TZA,2022,0.323161976851185,405.146314827946,4.56600576430955,3546.98095703125,,22.101,4.35027204269101,66.879,31.2,64711821.0,,,35.0034517101994,,34.8234736377147
Thailand,THA,2022,3.963374866518,1867.46968312053,2.58037874709827,20762.7952598527,34.3,87.9772,-1.61068030486688,75.291,8.3,71735329.0,,88.0661686868399,132.858712082871,0.94,59.742374420166
Timor-Leste,TLS,2022,0.50726833881669,,-20.5224785561874,5348.49200064987,,34.5102,7.00530945399787,67.368,36.9,1369295.0,11.4,,97.6211103607359,1.537,28.5857292288968
Togo,TGO,2022,0.286520909623578,425.402321106605,6.29443692019429,2739.68813234711,,35.5105,7.96757361617945,62.29,36.9,9089738.0,,,61.575092396894,1.965,42.7332327975627
Tonga,TON,2022,1.53652824584452,,-2.12854452405193,6810.60970632543,,57.7181,10.9713652903022,72.635,8.2,105042.0,2.3,96.996718063038,70.1272756617234,,21.147219451842
Trinidad and Tobago,TTO,2022,20.8660094230143,11038.4068472239,0.86126082651883,30784.1112580356,,84.4957,5.82838638517959,73.331,17.6,1365805.0,,,,4.383,53.9474037904998
Tunisia,TUN,2022,2.50498913554161,956.041118887201,2.75228761004381,12712.22345453,,70.5532,8.30646124447623,76.05,11.5,12119334.0,,,116.095794384146,15.3,69.707138648303
Turkiye,TUR,2022,5.22956172007378,1841.55630679263,5.44122511322401,33520.8111384208,44.5,83.4372,72.3088359891207,77.591,8.0,84979913.0,,116.040176391602,79.8982722314341,10.432,89.0381164550781
Turkmenistan,TKM,2022,14.0053384467054,5625.64523686666,6.19999993621698,17119.5744946142,,,,69.913,32.0,7230193.0,,92.451789855957,37.3609509597775,,47.0592103414926
Turks and Caicos Islands,TCA,2022,4.8094749929112,,14.0871234168153,28209.6242536079,,,,77.918,4.1,45847.0,0.8,105.9765625,,,93.6922471653237
Tuvalu,TUV,2022,0.0,,0.677309361438304,5498.18455447209,,73.5846,,66.852,17.7,9992.0,5.2,92.0868890612878,,7.318,63.3065768081154
Uganda,UGA,2022,0.168117583772769,482.821621536668,4.58802192181773,2724.90609568409,,11.1246,7.1957888597581,67.675,28.7,47312719.0,90.9,,34.5053019270937,,29.9251969709665
Ukraine,UKR,2022,2.90739555971061,1479.47224953939,-28.7585842155085,13787.12109375,,82.6753,20.1836366617478,72.658,8.0,41048766.0,,,87.3965139907244,,69.42345912103
United Arab Emirates,ARE,2022,19.3731459635094,8335.80957162683,7.51448425801082,70075.6300053372,,100.0,5.29122604376849,80.487,4.2,10074977.0,,102.380981445312,185.741660982819,2.872,85.5147347682487
United Kingdom,GBR,2022,4.80733240636649,2254.36941582721,5.14970388522993,53139.151252206,,96.2989,7.92204883147902,81.0112195121951,3.9,67604000.0,,113.257041931152,69.1989264413981,3.768,83.0753982997505
United States,USA,2022,14.4177148825165,6511.68841394546,2.51237531986017,72679.2575396348,41.7,92.2016,8.00279982052121,77.4341463414634,5.5,334017321.0,,97.4734878540039,27.3139397355363,3.65,80.0324978239707
Upper middle income,UMC,2022,6.45608153815997,2141.67912444725,3.45482027640851,20089.0799816803,,82.7,9.0383038041557,76.0089594269564,11.6,2803106334.0,,95.3135375976562,50.7033867956823,,68.9205465422319
Uruguay,URY,2022,2.38667285182486,1626.06034935571,4.48622703072073,30804.7032775797,40.6,89.873,9.10437983075437,76.468,5.6,3390913.0,,121.137930191204,61.0307951043821,7.877,95.4977416992188
Uzbekistan,UZB,2022,3.68952648984493,1381.80448771676,6.00134232203442,9607.56167273449,31.2,83.9,11.4466436998836,72.147,13.1,34938955.0,,97.3779819618405,62.8412525378517,,50.9847412109375
Vanuatu,VUT,2022,0.865368028979767,,5.18622862422562,3222.83595459346,,45.6747,6.67930581887121,71.302,14.4,313046.0,25.0,81.9551276325385,63.5996121674253,,22.2541249733107
"Venezuela, RB",VEN,2022,3.26104790565291,1478.06434305688,8.00091310654791,,,,,72.566,21.5,28213017.0,,96.7906723022461,27.8982770650022,,89.2132204732836
Viet Nam,VNM,2022,3.45101965872917,1023.0571362687,8.53750046755788,12979.7639049934,36.1,78.59,3.15650749963129,74.502,14.3,99680655.0,,93.4123434096522,183.153619147836,1.57,37.5478515625
Virgin Islands (U.S.),VIR,2022,0.0018972991945964,,-1.31123206333498,46479.2996685326,,,,80.319512195122,,105413.0,5.9,,205.629280821918,,95.2171514724412
West Bank and Gaza,PSE,2022,,,4.08276027347105,5753.08395899307,,88.6469,3.74122391852077,76.662,12.3,5043612.0,15.4,90.1364802874113,82.3949283869453,24.42,86.5961423216016
World,WLD,2022,4.66731333968557,1853.66774677224,3.40305483746891,20400.1574226776,,67.0,7.98518671835033,72.9682902550636,28.0,7989545217.0,,77.5006103515625,62.4216664720525,,57.0703302851395
"Yemen, Rep.",YEM,2022,0.287369793942245,68.9495345137687,,,,,,67.952,35.7,38222876.0,,,,,36.3226310308295
Zambia,ZMB,2022,0.524548827570452,800.674873527651,5.21122360356247,3585.12379084347,51.5,15.0,10.9932039209136,65.279,32.2,20152938.0,,,69.2973154193203,5.993,44.5988511178469
Zimbabwe,ZWE,2022,0.719220842842293,416.586875381392,6.13926327570213,5036.76136109489,,37.8861,104.705170628667,62.36,42.2,16069056.0,,,55.0673522476036,10.001,38.7055207169041
